11,هَذَا خَلْقُ اللَّهِ فَأَرُونِي مَاذَا خَلَقَ الَّذِينَ مِنْ دُونِهِ بَلِ الظَّالِمُونَ فِي ضَلالٍ مُبِينٍ,"جملة ""فأروني"" معطوفة على جملة ""هذا خلق""، ""ما"" اسم استفهام مبتدأ، ""ذا"" اسم موصول خبر، وجملة ""ماذا خلق"" مفعول به ثان للفعل ""أروني""، وجملة ""بل الظالمون في ضلال"" مستأنفة.",,,
12,وَلَقَدْ آتَيْنَا لُقْمَانَ الْحِكْمَةَ أَنِ اشْكُرْ لِلَّهِ وَمَنْ يَشْكُرْ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِ وَمَنْ كَفَرَ فَإِنَّ اللَّهَ غَنِيٌّ حَمِيدٌ ,"""أن"" تفسيرية، والجملة بعدها مفسرة؛ لأنه تقدمها ما هو بمعنى القول دون حروفه، ""من"" اسم شرط مبتدأ، والرابط في جواب الشرط مقدر أي: عنه",,,
13,وَإِذْ قَالَ لُقْمَانُ لابْنِهِ وَهُوَ يَعِظُهُ يَا بُنَيَّ لا تُشْرِكْ بِاللَّهِ ,"الواو مستأنفة، ""إذ"" مفعول لاذْكُر مقدرا، وجملة ""وهو يعظه"" حالية. وقوله ""يا بُني"": منادى مضاف منصوب، وعلامة نصبه الفتحة المقدرة على ما قبل ياء المتكلم، والياء الثانية مضاف إليه.",,,
14,وَوَصَّيْنَا الإِنْسَانَ بِوَالِدَيْهِ حَمَلَتْهُ أُمُّهُ وَهْنًا عَلَى وَهْنٍ وَفِصَالُهُ فِي عَامَيْنِ أَنِ اشْكُرْ لِي وَلِوَالِدَيْكَ إِلَيَّ الْمَصِيرُ,"جملة ""ووصَّينا"" مستأنفة، وجملة ""حملته أمه"" معترضة، وجملة ""وفصاله في عامين"" معطوفة على جملة ""حملته""، ""وهنا"" مصدر في موضع الحال من ""أمه""، الجار ""على وهن"" متعلق بنعت لـ ""وهنا""، ""أن"" تفسيرية، وجملة ""اشكر لي"" مفسِّرة للوصية، وجملة ""إليَّ المصير"" مستأنفة.",,,
15,وَإِنْ جَاهَدَاكَ عَلَى أَنْ تُشْرِكَ بِي مَا لَيْسَ لَكَ بِهِ عِلْمٌ فَلا تُطِعْهُمَا وَصَاحِبْهُمَا فِي الدُّنْيَا مَعْرُوفًا وَاتَّبِعْ سَبِيلَ مَنْ أَنَابَ إِلَيَّ ثُمَّ إِلَيَّ مَرْجِعُكُمْ فَأُنَبِّئُكُمْ بِمَا كُنْتُمْ تَعْمَلُونَ,"جملة الشرط معطوفة على جملة ""وصَّيْنَا"" المصدر المؤول ""أن تشرك"" مجرور متعلق بـ ""جاهداك""، ""ما"" موصول مفعول به، الجار ""لك"" متعلق بالخبر، الجار ""به"" متعلق بحال من ""علم"" ، قوله ""معروفًا"": نائب مفعول مطلق نابت عنه صفته، أي: صحابا معروفا، و""ثم"" في قوله: ""ثم إليَّ"" حرف استئناف، والجملة مستأنفة، وجملة ""فأنبئكم"" معطوفة على جملة ""إليَّ مرجعكم"".",,,
16,يَا بُنَيَّ إِنَّهَا إِنْ تَكُ مِثْقَالَ حَبَّةٍ مِنْ خَرْدَلٍ فَتَكُنْ فِي صَخْرَةٍ أَوْ فِي السَّمَاوَاتِ أَوْ فِي الأَرْضِ يَأْتِ بِهَا اللَّهُ,"جملة ""يا بني"" مستأنفة في حيز القول، جملة ""إنها"" وخبرها جواب النداء، وجملة الشرط وجوابه خبر ""إنَّ""، ""تك"": فعل مضارع مجزوم بالسكون المقدر على النون المحذوفة للتخفيف، والهاء في ""إنها"" ضمير القصة، واسم ""تك"" ضمير مستتر يعود على الحسنة أو السيئة المفهومين من السياق. الجار ""من خردل"" متعلق بنعت لـ""حبة""، الجار ""في صخرة"" متعلق بخبر ""تكن""، وجملة ""فتكن في صخرة"" معطوفة على ""تك مثقال"".",,,
17,يَا بُنَيَّ أَقِمِ الصَّلاةَ وَأْمُرْ بِالْمَعْرُوفِ,"جملة ""يا بني"" مستأنفة في حيز القول، وجملة ""أقم"" جواب النداء مستأنفة.",,,
18,وَلا تُصَعِّرْ خَدَّكَ لِلنَّاسِ وَلا تَمْشِ فِي الأَرْضِ مَرَحًا ,"الجار ""للناس"" متعلق بـ""تُصَعِّر""، ""مرحا"" مصدر في موضع الحال.",,,
19,وَاقْصِدْ فِي مَشْيِكَ وَاغْضُضْ مِنْ صَوْتِكَ إِنَّ أَنْكَرَ الأَصْوَاتِ لَصَوْتُ الْحَمِيرِ ,"الفعل ""اقصد"" لازم بمعنى اقتصد، و""مِنْ"" في ""مِنْ صوتِك"" تبعيضية، ووحَّد ""صوت"" في قوله ""لصوت""؛ لأنه يراد به الجنس .",,,
20,أَلَمْ تَرَوْا أَنَّ اللَّهَ سَخَّرَ لَكُمْ مَا فِي السَّمَاوَاتِ وَمَا فِي الأَرْضِ وَأَسْبَغَ عَلَيْكُمْ نِعَمَهُ ظَاهِرَةً وَبَاطِنَةً وَمِنَ النَّاسِ مَنْ يُجَادِلُ فِي اللَّهِ بِغَيْرِ عِلْمٍ ,"المصدر المؤول مِنْ ""أَنّ"" وما بعدها سدَّ مسدَّ مفعوله ""تروا""، ""ظاهرة"" حال من ""نعمه""، وجملة ""ومن الناس"" مستأنفة، الجار ""بغير"" متعلق بحال من الضمير في ""يجادل""، الجار ""في الله"" متعلق بـ ""يجادل"".",,,
21,وَإِذَا قِيلَ لَهُمُ اتَّبِعُوا مَا أَنْزَلَ اللَّهُ قَالُوا بَلْ نَتَّبِعُ مَا وَجَدْنَا عَلَيْهِ آبَاءَنَا أَوَلَوْ كَانَ الشَّيْطَانُ يَدْعُوهُمْ إِلَى عَذَابِ السَّعِيرِ,"جملة الشرط معطوفة على جملة الصلة { يُجَادِلُ } ، و نائب فاعل ""قيل"" ضمير المصدر، ومقول القول بعد ""قالوا"" مقدر أي: لا نتبع ما أنزل الله بل نتبع. قوله ""أولو كان"": الهمزة للاستفهام، والواو حالية، ""لو"" حرف شرط غير جازم ، وهذه الواو عطفت على حال مقدرة للاستقصاء أي: أيتبعونه في كل حال، ولو كان الشيطان يدعوهم؟ وجملة ""ولو كان"" حالية من الواو في ""يتبعونه""، وجواب الشرط محذوف دلَّ عليه ما قبله أي: اتبعوه.",,,
22,وَمَنْ يُسْلِمْ وَجْهَهُ إِلَى اللَّهِ وَهُوَ مُحْسِنٌ فَقَدِ اسْتَمْسَكَ بِالْعُرْوَةِ الْوُثْقَى وَإِلَى اللَّهِ عَاقِبَةُ الأُمُورِ,"جملة ""ومن يُسْلم"" مستأنفة، و""من"" شرطية مبتدأ، جملة ""وهو محسن"" حالية، الجار ""إلى الله"" متعلق بالفعل. وجملة ""وإلى الله عاقبة الأمور"" مستأنفة.",,,
23,إِلَيْنَا مَرْجِعُهُمْ فَنُنَبِّئُهُمْ بِمَا عَمِلُوا,"جملة ""إلينا مرجعهم"" مستأنفة، وجملة ""فننبِّئهم"" معطوفة على جملة ""إلينا مرجعهم"".",,,
24,نُمَتِّعُهُمْ قَلِيلا ,"جملة ""نمتعهم"" مستأنفة، ""قليلا"" نائب مفعول مطلق.",,,
25,وَلَئِنْ سَأَلْتَهُمْ مَنْ خَلَقَ السَّمَاوَاتِ وَالأَرْضَ لَيَقُولُنَّ اللَّهُ,"جملة ""ولئن سألتهم"" مستأنفة، ""مَنْ"" اسم استفهام مبتدأ، ""الله"" فاعل لفعل محذوف أي: خلقهنَّ الله، وجملة ""مَنْ خلق"" مفعول به ثان للسؤال المعلق بالاستفهام. وقوله ""ليقولُن"": اللام واقعة في جواب القسم، وجملة القسم المقدرة مستأنفة. والفعل مضارع مرفوع بثبوت النون المحذوفة لتوالي الأمثال، والواو المحذوفة لالتقاء الساكنين فاعل.",,,
26,لِلَّهِ مَا فِي السَّمَاوَاتِ وَالأَرْضِ,"جملة ""لله ما في السماوات"" مستأنفة، الجار ""في السماوات"" متعلق بالصلة المقدرة.",,,
27,وَلَوْ أَنَّمَا فِي الأَرْضِ مِنْ شَجَرَةٍ أَقْلامٌ وَالْبَحْرُ يَمُدُّهُ مِنْ بَعْدِهِ سَبْعَةُ أَبْحُرٍ مَا نَفِدَتْ كَلِمَاتُ اللَّ,"جملة ""ولو أن ..."" معطوفة على جملة { لِلَّهِ مَا فِي السَّمَاوَاتِ } ، و""أنَّ"" وما بعدها في تأويل مصدر فاعل بـ ""ثبت""، والجار ""في الأرض"" متعلق بالصلة، الجار ""من شجرة"" متعلق بحال من ""ما""، ""أقلام"" خبر أن، جملة ""والبحر يمده"" حالية من فاعل ""ثبت"". الجار ""من بعده"" متعلق بحال من ""سبعة أبحر""، و""سبعة"" فاعل، وجملة ""ما نفدت كلمات"" جواب الشرط.",,,
28,مَا خَلْقُكُمْ وَلا بَعْثُكُمْ إِلا كَنَفْسٍ وَاحِدَةٍ إِنَّ اللَّهَ سَمِيعٌ بَصِيرٌ,"الجار ""كنفس"" متعلق بالخبر، وجملة ""إن الله سميع"" مستأنفة.",,,
29,أَلَمْ تَرَ أَنَّ اللَّهَ يُولِجُ اللَّيْلَ فِي النَّهَارِ وَيُولِجُ النَّهَارَ فِي اللَّيْلِ وَسَخَّرَ الشَّمْسَ وَالْقَمَرَ كُلٌّ يَجْرِي إِلَى أَجَلٍ مُسَمًّى وَأَنَّ اللَّهَ بِمَا تَعْمَلُونَ خَبِيرٌ ,"المصدر المؤول سدَّ مسدَّ مفعولَيْ ""ترَ""، جملة ""كل يجري"" حال من ""الشمس والقمر""، والمصدر المؤول الثاني معطوف على المصدر الأول، الجار ""بما"" متعلق بـ ""خبير"".",,,
30,ذَلِكَ بِأَنَّ اللَّهَ هُوَ الْحَقُّ وَأَنَّ مَا يَدْعُونَ مِنْ دُونِهِ الْبَاطِلُ وَأَنَّ اللَّهَ هُوَ الْعَلِيُّ الْكَبِيرُ,"المصدر المؤول متعلق بخبر ""ذلك"" ، ""هو"" ضمير فصل لا محل له، والمصدر المؤول الثاني معطوف على الأول، ""هو"" الثانية ضمير فصل، و""الكبير"" خبر ثان.",,,
31,أَلَمْ تَرَ أَنَّ الْفُلْكَ تَجْرِي فِي الْبَحْرِ بِنِعْمَتِ اللَّهِ لِيُرِيَكُمْ مِنْ آيَاتِهِ,"المصدر المؤول سدَّ مسدَّ مفعول الرؤية، الجار ""بنعمة"" متعلق بحال من فاعل ""تجري""، والمصدر المجرور ""ليريكم"" متعلق بـ ""تجري"".",,,
32,وَإِذَا غَشِيَهُمْ مَوْجٌ كَالظُّلَلِ دَعَوُا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ فَلَمَّا نَجَّاهُمْ إِلَى الْبَرِّ فَمِنْهُمْ مُقْتَصِدٌ وَمَا يَجْحَدُ بِآيَاتِنَا إِلا كُلُّ خَتَّارٍ كَفُورٍ,"جملة الشرط معطوفة على الاستئنافية { أَلَمْ تَرَ } ، وجملة الشرط الثانية ""فلمَّا نجَّاهم"" معطوفة على جملة الشرط الأولى، وجواب ""لمَّا"" مقدر أي: انقسموا فريقين، وجملة ""فمنهم مقتصد"" معطوفة على جواب الشرط، وجملة ""وما يجحد إلا كل"" مستأنفة.",,,
33,وَاخْشَوْا يَوْمًا لا يَجْزِي وَالِدٌ عَنْ وَلَدِهِ وَلا مَوْلُودٌ هُوَ جَازٍ عَنْ وَالِدِهِ شَيْئًا إِنَّ وَعْدَ اللَّهِ حَقٌّ فَلا تَغُرَّنَّكُمُ الْحَيَاةُ الدُّنْيَا,"جملة "" لا يجزي والد"" نعت لـ ""يوما""، والرابط مقدر أي: فيه، وقوله ""ولا مولود"" مبتدأ، و جاز الابتداء بالنكرة لتقدُّم النفي، و""هو"" مبتدأ ثان و""جازٍ"": خبر للمبتدأ الثاني مرفوع بالضمة المقدرة على الياء المحذوفة، الجار ""عن والده"" متعلق بـ""جازٍ""، و""شيئا"" نائب مفعول مطلق أي: جزاء قليلا أو كثيرا، وجملة ""ولا مولود هو جاز"" معطوفة على جملة ""لا يجزي والد""، والرابط مقدر أي: فيه، وجملة ""هو جاز"" خبر المبتدأ ""مولود"". جملة ""إن وعد الله حق"" مستأنفة في حيز النداء، وجملة ""لا تغرنَّكم الحياة"" معطوفة على المستأنفة ""إن وعد الله حق"".",,,
34,إِنَّ اللَّهَ عِنْدَهُ عِلْمُ السَّاعَةِ وَيُنَزِّلُ الْغَيْثَ وَيَعْلَمُ مَا فِي الأَرْحَامِ وَمَا تَدْرِي نَفْسٌ مَاذَا تَكْسِبُ غَدًا وَمَا تَدْرِي نَفْسٌ بِأَيِّ أَرْضٍ تَمُوتُ إِنَّ اللَّهَ عَلِيمٌ خَبِيرٌ,"جملة ""عنده علم الساعة"" خبر إن، وجملة ""وينزل الغيث"" معطوفة على جملة ""عنده علم"" ، جملة ""ماذا تكسب"" في محل نصب سدَّت مسدَّ مفعولَيْ ""تدري""، وقوله ""ماذا"": ""ما"" اسم استفهام مبتدأ، و""ذا"" اسم موصول خبر، وجملة ""بأيِّ أرض تموت"" سدَّت مسدَّ مفعولَيْ ""تدري""، وجملة ""وما تدري نفس"" معطوفة على جملة ""إن الله عنده"".",,,
